Tr_midp_date,Egress,Ingress,pl_hostname,ra,dec,Planet Name,st_dist,pl_orbper,pl_bmassj,st_teff,pl_discmethod,st_optmag,tr_midp_jd,pl_trandur
2018-03-25 12:58:04.799995,2018-03-25 14:03:27.705612,2018-03-25 11:52:41.894377,Kepler-862,19.85195106666667,46.492741,kepler862b,806.0,3.14866453,1e+20,5333.0,Transit,15.297,2458203.207,0.090808
2018-03-25 14:17:16.800009,2018-03-25 14:55:59.534423,2018-03-25 13:38:34.065595,Kepler-1264,19.3256252,45.211502,kepler1264b,814.0,0.96852602,1e+20,5791.0,Transit,14.511,2458203.262,0.053767
2018-03-25 14:17:16.800009,2018-03-25 14:55:59.534423,2018-03-25 13:38:34.065595,Kepler-1264,19.3256252,45.211502,kepler1264b,814.0,0.96852602,1e+20,5791.0,Transit,14.511,2458203.262,0.053767
2018-03-25 10:09:35.999987,2018-03-25 12:38:44.361590,2018-03-25 07:40:27.638385,Kepler-562,19.341308466666664,46.273811,kepler562b,822.0,18.00931444,1e+20,5575.0,Transit,14.794,2458203.09,0.207138
2018-03-25 14:17:16.800009,2018-03-25 16:01:44.040004,2018-03-25 12:32:49.560014,Kepler-1073,19.61018,38.233048,kepler1073b,837.0,8.67888593,1e+20,5792.0,Transit,14.523,2458203.262,0.145075
2018-03-25 10:22:33.599994,2018-03-25 10:55:37.041579,2018-03-25 09:49:30.158409,Kepler-1284,19.41860013333333,47.687649,kepler1284b,852.0,0.66407381,1e+20,5123.0,Transit,15.645,2458203.099,0.045913
2018-03-25 10:22:33.599994,2018-03-25 10:55:37.041579,2018-03-25 09:49:30.158409,Kepler-1284,19.41860013333333,47.687649,kepler1284b,852.0,0.66407381,1e+20,5123.0,Transit,15.645,2458203.099,0.045913
2018-03-25 09:36:28.799983,2018-03-25 10:26:57.854364,2018-03-25 08:45:59.745602,Kepler-1011,19.826769733333332,46.824001,kepler1011b,860.0,5.75322197,1e+20,5416.0,Transit,15.196,2458203.067,0.070117
2018-03-25 13:41:16.800017,2018-03-25 14:32:29.227206,2018-03-25 12:50:04.372828,Kepler-724,19.563655866666668,44.792797,kepler724b,862.0,3.31494634,1e+20,5437.0,Transit,15.142,2458203.237,0.071121
2018-03-25 12:58:04.799995,2018-03-25 13:54:18.374414,2018-03-25 12:01:51.225575,Kepler-656,19.221859933333334,47.381592,kepler656b,867.0,1.26025909,1e+20,5281.0,Transit,15.342,2458203.207,0.078092
2018-03-25 07:06:43.199999,2018-03-25 08:47:36.945598,2018-03-25 05:25:49.454400,Kepler-761,19.366906933333333,44.143581,kepler761b,867.0,10.12804789,1e+20,5706.0,Transit,14.743,2458202.963,0.140133
2018-03-25 12:58:04.799995,2018-03-25 13:54:18.374414,2018-03-25 12:01:51.225575,Kepler-656,19.221859933333334,47.381592,kepler656b,867.0,1.26025909,1e+20,5281.0,Transit,15.342,2458203.207,0.078092
2018-03-25 14:41:45.600008,2018-03-25 15:44:50.265620,2018-03-25 13:38:40.934397,Kepler-1003,19.4680304,44.876217,kepler1003b,873.0,3.55485691,1e+20,6109.0,Transit,14.053,2458203.279,0.087608
2018-03-25 08:15:50.399995,2018-03-25 09:38:19.305600,2018-03-25 06:53:21.494390,Kepler-1098,19.700180333333332,43.232796,kepler1098b,876.0,2.54307286,1e+20,5794.0,Transit,14.736,2458203.011,0.114558
2018-03-25 12:14:52.800012,2018-03-25 13:06:07.344028,2018-03-25 11:23:38.255997,Kepler-1208,19.458750866666666,44.555729,kepler1208b,877.0,11.08507637,1e+20,5001.0,Transit,15.938,2458203.177,0.07117
2018-03-25 09:52:19.200018,2018-03-25 11:37:04.800003,2018-03-25 08:07:33.600034,Kepler-1189,19.89508953333333,47.946785,kepler1189b,883.0,3.78858982,1e+20,6012.0,Transit,14.285,2458203.078,0.1455
2018-03-25 09:35:02.400009,2018-03-25 14:05:54.672025,2018-03-25 05:04:10.127994,Kepler-1508,19.874592333333332,40.375047,kepler1508b,892.0,20.7056504,1e+20,6158.0,Transit,14.276,2458203.066,0.37621
2018-03-25 14:50:24.000013,2018-03-25 15:53:20.544003,2018-03-25 13:47:27.456023,Kepler-1528,19.160196199999998,46.573986,kepler1528b,916.0,1.79111021,1e+20,5857.0,Transit,14.496,2458203.285,0.08742
2018-03-25 09:17:45.600000,2018-03-25 10:38:52.943988,2018-03-25 07:56:38.256013,Kepler-1420,19.746920666666664,42.777832,kepler1420b,923.0,6.69960006,1e+20,5187.0,Transit,15.883,2458203.054,0.11267
2018-03-25 09:07:40.799982,2018-03-25 09:50:20.227177,2018-03-25 08:25:01.372786,Kepler-1355,18.916094400000002,49.067978,kepler1355b,963.0,1.28958811,1e+20,5352.0,Transit,15.471,2458203.047,0.059246
2018-03-25 09:07:40.799982,2018-03-25 09:50:20.227177,2018-03-25 08:25:01.372786,Kepler-1355,18.916094400000002,49.067978,kepler1355b,963.0,1.28958811,1e+20,5352.0,Transit,15.471,2458203.047,0.059246
2018-03-25 11:23:02.399985,2018-03-25 13:00:10.727978,2018-03-25 09:45:54.071993,Kepler-723,18.988697866666666,44.658142,kepler723b,965.0,4.08227507,1e+20,5539.0,Transit,15.198,2458203.141,0.134915
2018-03-25 10:58:33.599986,2018-03-25 13:55:35.183975,2018-03-25 08:01:32.015997,Kepler-602,19.735465533333336,42.141949,kepler602b,971.0,15.28469497,1e+20,6062.0,Transit,14.519,2458203.124,0.24587
2018-03-25 08:35:59.999992,2018-03-25 09:59:30.292792,2018-03-25 07:12:29.707192,Kepler-1072,19.469625333333333,46.329025,kepler1072b,976.0,1.5690665,1e+20,6199.0,Transit,13.93,2458203.025,0.115979
2018-03-25 12:27:50.400019,2018-03-25 15:34:23.520035,2018-03-25 09:21:17.280003,Kepler-14,19.180587600000003,47.33305,kepler14b,980.0,6.790123,8.4,6395.0,Transit,12.128,2458203.186,0.2591
2018-03-25 09:00:28.799991,2018-03-25 10:56:29.227174,2018-03-25 07:04:28.372808,Kepler-738,19.171310933333334,46.567859,kepler738b,992.0,24.58721573,1e+20,5327.0,Transit,15.598,2458203.042,0.161121
2018-03-25 13:26:52.799996,2018-03-25 14:15:28.799991,2018-03-25 12:38:16.800001,Kepler-1561,19.794906933333333,43.566467,kepler1561b,993.0,1.00520701,1e+20,5957.0,Transit,14.658,2458203.227,0.0675
2018-03-25 13:26:52.799996,2018-03-25 14:15:28.799991,2018-03-25 12:38:16.800001,Kepler-1561,19.794906933333333,43.566467,kepler1561b,993.0,1.00520701,1e+20,5957.0,Transit,14.658,2458203.227,0.0675
2018-03-25 13:26:52.799996,2018-03-25 14:15:28.799991,2018-03-25 12:38:16.800001,Kepler-1561,19.794906933333333,43.566467,kepler1561b,993.0,1.00520701,1e+20,5957.0,Transit,14.658,2458203.227,0.0675
2018-03-25 08:18:43.199983,2018-03-25 09:48:40.305571,2018-03-25 06:48:46.094395,Kepler-1127,19.5478256,42.720707,kepler1127b,996.0,5.12330347,1e+20,5664.0,Transit,15.162,2458203.013,0.124933
2018-03-25 11:51:50.399987,2018-03-25 11:51:50.399987,2018-03-25 11:51:50.399987,WTS-2,19.5821864,36.815491,wts2b,1000.0,1.0187068,1.12,5000.0,Transit,15.9,2458203.161,0.0
2018-03-25 11:51:50.399987,2018-03-25 11:51:50.399987,2018-03-25 11:51:50.399987,WTS-2,19.5821864,36.815491,wts2b,1000.0,1.0187068,1.12,5000.0,Transit,15.9,2458203.161,0.0
2018-03-25 10:21:07.200020,2018-03-25 11:36:46.656025,2018-03-25 09:05:27.744015,Kepler-736,19.026088066666667,46.180939,kepler736b,1007.0,3.60147201,1e+20,5217.0,Transit,15.733,2458203.098,0.10508
2018-03-25 13:36:57.600015,2018-03-25 14:17:08.678428,2018-03-25 12:56:46.521602,Kepler-757,19.778695866666666,41.386515,kepler757b,1016.0,1.02267882,1e+20,6014.0,Transit,14.803,2458203.234,0.055812
2018-03-25 13:36:57.600015,2018-03-25 14:17:08.678428,2018-03-25 12:56:46.521602,Kepler-757,19.778695866666666,41.386515,kepler757b,1016.0,1.02267882,1e+20,6014.0,Transit,14.803,2458203.234,0.055812
2018-03-25 13:36:57.600015,2018-03-25 14:17:08.678428,2018-03-25 12:56:46.521602,Kepler-757,19.778695866666666,41.386515,kepler757b,1016.0,1.02267882,1e+20,6014.0,Transit,14.803,2458203.234,0.055812
2018-03-25 07:02:23.999997,2018-03-25 07:02:23.999997,2018-03-25 07:02:23.999997,Kepler-412,19.0740218,43.680958,kepler412b,1056.0,1.7208604,0.941,5750.0,Transit,13.73,2458202.96,0.0
2018-03-25 07:02:23.999997,2018-03-25 07:02:23.999997,2018-03-25 07:02:23.999997,Kepler-412,19.0740218,43.680958,kepler412b,1056.0,1.7208604,0.941,5750.0,Transit,13.73,2458202.96,0.0
2018-03-25 06:40:47.999986,2018-03-25 07:26:06.878378,2018-03-25 05:55:29.121593,Kepler-619,19.389937200000002,48.416016,kepler619c,1111.0,1.20846503,1e+20,5980.0,Transit,14.697,2458202.945,0.062937
2018-03-25 06:46:33.600002,2018-03-25 07:41:05.827194,2018-03-25 05:52:01.372810,Kepler-1282,19.3450782,46.698338,kepler1282b,1126.0,2.13194651,1e+20,5504.0,Transit,15.545,2458202.949,0.075746
2018-03-25 14:46:04.800011,2018-03-25 15:48:20.692803,2018-03-25 13:43:48.907219,Kepler-1106,19.409680066666667,44.062546,kepler1106b,1168.0,1.25275217,1e+20,6104.0,Transit,14.69,2458203.282,0.086479
2018-03-25 14:46:04.800011,2018-03-25 15:48:20.692803,2018-03-25 13:43:48.907219,Kepler-1106,19.409680066666667,44.062546,kepler1106b,1168.0,1.25275217,1e+20,6104.0,Transit,14.69,2458203.282,0.086479
2018-03-25 14:54:43.200015,2018-03-25 16:13:53.472016,2018-03-25 13:35:32.928014,Kepler-1573,19.53255653333333,49.48497,kepler1573b,1180.0,2.6157554,1e+20,5808.0,Transit,15.18,2458203.288,0.10996
2018-03-25 11:38:52.799980,2018-03-25 13:22:50.015998,2018-03-25 09:54:55.583962,Kepler-750,19.273124933333335,44.004379,kepler750c,1181.0,4.08899022,1e+20,6160.0,Transit,14.5,2458203.152,0.14438
2018-03-25 13:55:40.799998,2018-03-25 14:44:25.267217,2018-03-25 13:06:56.332778,Kepler-1322,19.54696806666667,45.435402,kepler1322b,1217.0,0.96286738,1e+20,5488.0,Transit,15.81,2458203.247,0.067696
2018-03-25 13:55:40.799998,2018-03-25 14:44:25.267217,2018-03-25 13:06:56.332778,Kepler-1322,19.54696806666667,45.435402,kepler1322b,1217.0,0.96286738,1e+20,5488.0,Transit,15.81,2458203.247,0.067696
2018-03-25 12:43:40.800014,2018-03-25 14:00:54.000029,2018-03-25 11:26:27.599999,Kepler-1476,18.968806400000002,43.989956,kepler1476b,1218.0,10.35863224,1e+20,5663.0,Transit,15.408,2458203.197,0.10725
2018-03-25 12:50:52.800004,2018-03-25 15:28:02.928014,2018-03-25 10:13:42.671995,Kepler-875,19.82008666666667,43.141888,kepler875b,1244.0,27.5073799,1e+20,5958.0,Transit,15.219,2458203.202,0.21829
2018-03-25 13:18:14.399992,2018-03-25 15:01:50.067827,2018-03-25 11:34:38.732157,Kepler-490,19.668378466666663,46.956005,kepler490b,1249.0,3.26869515,1e+20,6045.0,Transit,14.879,2458203.221,0.1438812
2018-03-25 14:25:55.200014,2018-03-25 15:24:21.744019,2018-03-25 13:27:28.656008,Kepler-1399,19.55411206666667,46.041714,kepler1399b,1256.0,1.63865306,1e+20,5735.0,Transit,15.49,2458203.268,0.08117
2018-03-25 12:03:21.600020,2018-03-25 12:49:35.472039,2018-03-25 11:17:07.728000,Kepler-1585,19.743933666666667,44.563114,kepler1585b,1269.0,3.5827463,1e+20,5538.0,Transit,15.965,2458203.169,0.06421
2018-03-25 07:16:48.000018,2018-03-25 09:11:43.454429,2018-03-25 05:21:52.545606,Kepler-666,19.897122666666668,48.791592,kepler666b,1330.0,4.49876092,1e+20,5887.0,Transit,15.395,2458202.97,0.159617
2018-03-25 14:00:00,2018-03-25 15:51:03.038412,2018-03-25 12:08:56.961588,Kepler-769,19.51420673333333,38.358213,kepler769b,1362.0,7.42608998,1e+20,6186.0,Transit,14.818,2458203.25,0.154237
2018-03-25 11:21:36.000011,2018-03-25 13:21:28.800023,2018-03-25 09:21:43.199999,Kepler-1307,19.524656,46.741859,kepler1307b,1396.0,18.01621096,1e+20,5884.0,Transit,15.394,2458203.14,0.1665
2018-03-25 13:35:31.200001,2018-03-25 15:20:43.065584,2018-03-25 11:50:19.334418,Kepler-644,19.69838286666667,43.493137,kepler644b,1413.0,3.1739171,1e+20,6747.0,Transit,13.949,2458203.233,0.146108
2018-03-25 10:00:57.599983,2018-03-25 11:14:08.016000,2018-03-25 08:47:47.183965,Kepler-1557,19.592094200000002,46.838879,kepler1557b,1532.0,3.74032496,1e+20,6099.0,Transit,15.331,2458203.084,0.10163
2018-03-25 09:40:47.999986,2018-03-25 10:37:54.278404,2018-03-25 08:43:41.721567,Kepler-1368,19.651132333333333,41.64468,kepler1368b,1750.0,0.67564949,1e+20,5906.0,Transit,15.892,2458203.07,0.079312
2018-03-25 07:38:23.999989,2018-03-25 09:08:54.239978,2018-03-25 06:07:53.760000,Kepler-225,19.47959893333333,47.457096,kepler225b,-99.0,6.738975,1e+20,3682.0,Transit,15.962,2458202.985,0.1257
2018-03-25 10:52:48.000010,2018-03-25 11:47:36.427194,2018-03-25 09:57:59.572825,Kepler-255,19.737615533333333,45.976841,kepler255d,-99.0,1.04562266,1e+20,5573.0,Transit,15.596,2458203.12,0.076121
2018-03-25 10:52:48.000010,2018-03-25 11:47:36.427194,2018-03-25 09:57:59.572825,Kepler-255,19.737615533333333,45.976841,kepler255d,-99.0,1.04562266,1e+20,5573.0,Transit,15.596,2458203.12,0.076121
2018-03-25 12:37:55.199997,2018-03-25 13:59:03.840015,2018-03-25 11:16:46.559980,Kepler-251,19.771082466666666,44.105865,kepler251b,-99.0,4.790936,1e+20,5526.0,Transit,15.223,2458203.193,0.1127
2018-03-25 06:59:31.200009,2018-03-25 06:59:31.200009,2018-03-25 06:59:31.200009,Kepler-223,19.8878904,47.279495,kepler223e,-99.0,19.72567,0.0151,10000.0,Transit,15.344,2458202.958,0.0
2018-03-25 07:02:23.999997,2018-03-25 07:02:23.999997,2018-03-25 07:02:23.999997,Kepler-95,18.965497266666667,44.398037,kepler95b,-99.0,11.5231,0.041,5699.0,Transit,12.346,2458202.96,0.0
2018-03-25 14:30:14.400016,2018-03-25 16:05:03.840007,2018-03-25 12:55:24.960025,Kepler-246,19.7655618,42.663429,kepler246c,-99.0,11.187161,1e+20,5206.0,Transit,15.024,2458203.271,0.1317
2018-03-25 08:04:19.200002,2018-03-25 08:04:19.200002,2018-03-25 08:04:19.200002,Kepler-96,19.804642866666665,40.525141,kepler96b,-99.0,16.2385,0.027,5690.0,Transit,10.297,2458203.003,0.0
2018-03-25 14:41:45.600008,2018-03-25 16:37:40.800022,2018-03-25 12:45:50.399995,Kepler-101,18.883699266666667,48.355228,kepler101b,-99.0,3.4876812,0.16,5667.0,Transit,13.8,2458203.279,0.161
2018-03-25 10:47:02.399993,2018-03-25 11:35:47.039974,2018-03-25 09:58:17.760013,Kepler-220,19.433749133333333,46.895779,kepler220b,-99.0,4.159807,1e+20,4632.0,Transit,13.177,2458203.116,0.0677
2018-03-25 14:34:33.600018,2018-03-25 14:34:33.600018,2018-03-25 14:34:33.600018,Kepler-109,19.359514733333334,40.284875,kepler109b,-99.0,6.48163,1e+20,5952.0,Transit,12.365,2458203.274,0.0
2018-03-25 06:24:57.599991,2018-03-25 07:23:55.679975,2018-03-25 05:25:59.520006,Kepler-181,19.7434268,50.095806,kepler181c,-99.0,4.302149,1e+20,5333.0,Transit,14.707,2458202.934,0.0819
2018-03-25 07:19:40.800006,2018-03-25 09:01:20.640024,2018-03-25 05:38:00.959988,Kepler-172,18.891227533333332,41.821857,kepler172c,-99.0,6.388996,1e+20,5526.0,Transit,14.532,2458202.972,0.1412
2018-03-25 09:13:26.399998,2018-03-25 09:13:26.399998,2018-03-25 09:13:26.399998,WASP-81,20.28052573333333,3.29405,wasp81b,-99.0,2.7164762,0.729,5870.0,Transit,1e+20,2458203.051,0.0
2018-03-25 09:56:38.399980,2018-03-25 11:13:36.479981,2018-03-25 08:39:40.319980,Kepler-171,19.784794266666665,41.755537,kepler171c,-99.0,11.463462,1e+20,5642.0,Transit,14.883,2458203.081,0.1069
2018-03-25 06:46:33.600002,2018-03-25 08:08:47.039990,2018-03-25 05:24:20.160014,Kepler-171,19.784794266666665,41.755537,kepler171b,-99.0,4.166972,1e+20,5642.0,Transit,14.883,2458202.949,0.1142
2018-03-25 14:40:19.199994,2018-03-25 16:30:03.744002,2018-03-25 12:50:34.655987,Kepler-217,19.5358496,46.277508,kepler217d,-99.0,3.88689525,1e+20,6171.0,Transit,13.294,2458203.278,0.15242
2018-03-25 12:40:47.999986,2018-03-25 14:10:47.999986,2018-03-25 11:10:47.999986,Kepler-207,19.335367799999997,42.16605,kepler207b,-99.0,1.611865,1e+20,5920.0,Transit,13.182,2458203.195,0.125
2018-03-25 11:25:55.200014,2018-03-25 12:24:23.040009,2018-03-25 10:27:27.360018,Kepler-205,19.019140733333334,41.861172,kepler205b,-99.0,2.75564,1e+20,4321.0,Transit,13.506,2458203.143,0.0812
2018-03-25 14:59:02.400017,2018-03-25 15:56:03.839999,2018-03-25 14:02:00.960036,Kepler-203,19.805998466666665,41.388039,kepler203b,-99.0,3.162697,1e+20,5821.0,Transit,13.989,2458203.291,0.0792
2018-03-25 09:55:12.000006,2018-03-25 10:34:22.079997,2018-03-25 09:16:01.920016,Kepler-115,19.847456599999997,45.261925,kepler115b,-99.0,2.403679,1e+20,5979.0,Transit,13.431,2458203.08,0.0544
2018-03-25 13:52:48.000010,2018-03-25 13:52:48.000010,2018-03-25 13:52:48.000010,Kepler-407,19.069089799999997,49.614506,kepler407b,-99.0,0.66931,1e+20,5476.0,Transit,12.521,2458203.245,0.0
2018-03-25 12:35:02.400009,2018-03-25 13:44:39.839994,2018-03-25 11:25:24.960025,K2-30,3.4894640666666663,22.299404,k230b,-99.0,4.098503,0.579,5425.0,Transit,13.53,2458203.191,0.0967
2018-03-25 13:52:48.000010,2018-03-25 13:52:48.000010,2018-03-25 13:52:48.000010,Kepler-407,19.069089799999997,49.614506,kepler407b,-99.0,0.66931,1e+20,5476.0,Transit,12.521,2458203.245,0.0
2018-03-25 10:51:21.599995,2018-03-25 14:36:35.856003,2018-03-25 07:06:07.343988,Kepler-403,19.3280974,46.74456,kepler403d,-99.0,13.61159129,1e+20,6090.0,Transit,12.805,2458203.119,0.31283
2018-03-25 11:46:04.800011,2018-03-25 11:46:04.800011,2018-03-25 11:46:04.800011,K2-28,22.374959333333333,-7.955366,k228b,-99.0,2.260455,1e+20,3214.0,Transit,16.061,2458203.157,0.0
2018-03-25 13:52:48.000010,2018-03-25 13:52:48.000010,2018-03-25 13:52:48.000010,Kepler-407,19.069089799999997,49.614506,kepler407b,-99.0,0.66931,1e+20,5476.0,Transit,12.521,2458203.245,0.0
2018-03-25 10:09:35.999987,2018-03-25 10:09:35.999987,2018-03-25 10:09:35.999987,K2-72,22.308131933333335,-9.612382,k272d,-99.0,7.760178,1e+20,3360.47,Transit,15.309,2458203.09,0.0
2018-03-25 11:05:45.600016,2018-03-25 12:01:55.200005,2018-03-25 10:09:36.000027,Kepler-144,18.794378533333333,42.775513,kepler144b,-99.0,5.885273,1e+20,6075.0,Transit,11.992,2458203.129,0.078
2018-03-25 10:11:02.400001,2018-03-25 10:11:02.400001,2018-03-25 10:11:02.400001,Kepler-100,19.425731933333335,41.990273,kepler100b,-99.0,6.88705,0.023,5825.0,Transit,11.197,2458203.091,0.0
2018-03-25 12:46:33.600002,2018-03-25 14:25:37.920003,2018-03-25 11:07:29.280001,Kepler-142,19.674593266666665,48.481281,kepler142c,-99.0,4.761702,1e+20,5790.0,Transit,13.203,2458203.199,0.1376
2018-03-25 12:10:33.600010,2018-03-25 13:42:51.840017,2018-03-25 10:38:15.360003,Kepler-65,19.24591333333333,41.151173,kepler65b,-99.0,2.15491,1e+20,6211.0,Transit,11.018,2458203.174,0.1282
2018-03-25 08:30:14.400016,2018-03-25 11:12:14.400000,2018-03-25 05:48:14.400032,Kepler-393,19.3996838,45.192215,kepler393c,-99.0,14.613612,1e+20,6189.0,Transit,13.223,2458203.021,0.225
2018-03-25 11:44:38.399996,2018-03-25 11:44:38.399996,2018-03-25 11:44:38.399996,Kepler-78,19.582779333333335,44.44833,kepler78b,-99.0,0.355,0.006,5058.0,Transit,11.551,2458203.156,0.0
2018-03-25 11:44:38.399996,2018-03-25 11:44:38.399996,2018-03-25 11:44:38.399996,Kepler-78,19.582779333333335,44.44833,kepler78b,-99.0,0.355,0.006,5058.0,Transit,11.551,2458203.156,0.0
2018-03-25 11:44:38.399996,2018-03-25 11:44:38.399996,2018-03-25 11:44:38.399996,Kepler-78,19.582779333333335,44.44833,kepler78b,-99.0,0.355,0.006,5058.0,Transit,11.551,2458203.156,0.0
2018-03-25 14:24:28.799999,2018-03-25 15:23:39.840002,2018-03-25 13:25:17.759997,Kepler-286,19.378409666666666,48.294289,kepler286b,-99.0,1.796302,1e+20,5580.0,Transit,15.587,2458203.267,0.0822
2018-03-25 12:33:35.999995,2018-03-25 13:53:00.959988,2018-03-25 11:14:11.040003,Kepler-272,19.941834933333332,47.59383,kepler272b,-99.0,2.971353,1e+20,5297.0,Transit,14.678,2458203.19,0.1103
2018-03-25 08:54:43.200015,2018-03-25 10:26:48.480003,2018-03-25 07:22:37.920027,Kepler-263,19.497984133333333,37.567794,kepler263c,-99.0,47.332773,1e+20,5265.0,Transit,15.391,2458203.038,0.1279
2018-03-25 07:09:35.999987,2018-03-25 08:19:04.799986,2018-03-25 06:00:07.199988,Kepler-306,19.235911400000003,40.61614,kepler306b,-99.0,4.646186,1e+20,4954.0,Transit,15.565,2458202.965,0.0965
2018-03-25 11:46:04.800011,2018-03-25 13:05:59.999992,2018-03-25 10:26:09.600029,Kepler-390,19.441918466666667,41.208603,kepler390c,-99.0,13.060022,1e+20,5166.0,Transit,13.942,2458203.157,0.111
2018-03-25 14:21:36.000011,2018-03-25 15:50:26.880008,2018-03-25 12:52:45.120015,Kepler-380,18.826307733333334,48.75914,kepler380b,-99.0,3.930821,1e+20,6045.0,Transit,13.652,2458203.265,0.1234
2018-03-25 11:33:07.200004,2018-03-25 12:49:43.680001,2018-03-25 10:16:30.720007,Kepler-339,19.556780800000002,48.444641,kepler339b,-99.0,4.977656,1e+20,5631.0,Transit,14.531,2458203.148,0.1064
2018-03-25 09:09:07.199996,2018-03-25 10:31:59.519998,2018-03-25 07:46:14.879993,Kepler-336,19.3491762,41.33137,kepler336b,-99.0,2.024823,1e+20,5867.0,Transit,13.598,2458203.048,0.1151
2018-03-25 12:13:26.399998,2018-03-25 12:13:26.399998,2018-03-25 12:13:26.399998,Kepler-76,19.612807866666667,39.619003,kepler76b,-99.0,1.5449298,2.01,6409.0,Orbital Brightness Modulation,13.308,2458203.176,0.0
2018-03-25 12:32:09.599981,2018-03-25 13:42:56.159969,2018-03-25 11:21:23.039993,Kepler-323,19.425482666666667,38.127473,kepler323b,-99.0,1.678327,1e+20,5987.0,Transit,12.722,2458203.189,0.0983
2018-03-25 08:08:38.400005,2018-03-25 09:31:00.480018,2018-03-25 06:46:16.319991,Kepler-318,19.8988552,46.793617,kepler318b,-99.0,4.662715,1e+20,5746.0,Transit,13.297,2458203.006,0.1144
2018-03-25 15:07:40.799982,2018-03-25 16:21:15.839965,2018-03-25 13:54:05.759998,Kepler-312,19.89305146666667,42.459756,kepler312b,-99.0,1.772419,1e+20,6115.0,Transit,12.949,2458203.297,0.1022
2018-03-25 12:17:45.600000,2018-03-25 13:07:13.439988,2018-03-25 11:28:17.760013,Kepler-164,19.18538853333333,47.629913,kepler164b,-99.0,5.03503,1e+20,5888.0,Transit,14.282,2458203.179,0.0687
